,1,2,3,4,5,difficulty
667,c,a,n,t,o,0.6045450237572947
668,c,a,p,e,d,0.7253168229676502
669,c,a,p,e,r,0.1474647637498896
670,c,a,p,e,s,0.09491904340419044
671,c,a,p,o,n,0.7468108327845685
672,c,a,p,o,s,0.5892749177567557
673,c,a,p,u,t,0.19902732800180944
674,c,a,r,a,t,0.09395903259444427
675,c,a,r,b,o,0.7042373226097876
676,c,a,r,b,s,0.18661197544257457
677,c,a,r,d,s,0.1738778800615537
678,c,a,r,e,d,0.2867503467146254
679,c,a,r,e,r,0.41696181141813715
680,c,a,r,e,s,0.35463916364057013
681,c,a,r,g,o,0.740972050200509
682,c,a,r,o,b,0.5563261044355817
683,c,a,r,o,l,0.1526925257943038
684,c,a,r,o,m,0.3952745855185352
685,c,a,r,p,s,0.3278307989565932
686,c,a,r,r,y,0.16326370767339216
687,c,a,r,t,e,0.4577571268771481
688,c,a,r,t,s,0.7845171881904716
689,c,a,r,v,e,0.3430114446714325
690,c,a,s,e,d,0.6499397445285783
691,c,a,s,e,s,0.03776570733745277
692,c,a,s,k,s,0.18968204357804164
693,c,a,s,t,e,0.668401978439078
694,c,a,s,t,s,0.1353435199629659
695,c,a,t,c,h,0.5343466704164073
696,c,a,t,e,r,0.9110912688448933
697,c,a,t,t,y,0.7439347290055409
698,c,a,u,l,k,0.1755298648088458
699,c,a,u,s,e,0.7602332146447399
700,c,a,v,e,d,0.824051070212028
701,c,a,v,e,r,0.568401795787174
702,c,a,v,e,s,0.5675369085221083
703,c,a,v,i,l,0.2451445598700226
704,c,e,a,s,e,0.8233792566968823
705,c,e,c,a,l,0.6655972011778227
706,c,e,c,u,m,0.3205312130750788
707,c,e,d,a,r,0.9063387061578277
708,c,e,d,e,d,0.7194114597752771
709,c,e,d,e,s,0.327112232873503
710,c,e,i,l,i,0.9724548435916067
711,c,e,l,e,b,0.9017282399772285
712,c,e,l,l,o,0.5319380332465267
713,c,e,l,l,s,0.3811332321893126
714,c,e,l,t,s,0.0009708426449085428
715,c,e,n,t,s,0.06664565093672559
716,c,h,a,d,s,0.7586932352801095
717,c,h,a,f,e,0.8421824221425152
718,c,h,a,f,f,0.2408277949656198
719,c,h,a,i,n,0.9431877469019191
720,c,h,a,i,r,0.4176881159479122
721,c,h,a,l,k,0.49805188476745854
722,c,h,a,m,p,0.6356710953547503
723,c,h,a,n,a,0.9619737678168988
724,c,h,a,n,t,0.39514736935272166
725,c,h,a,o,s,0.32160501566560784
726,c,h,a,p,s,0.7884000928210163
727,c,h,a,r,d,0.19549242818262935
728,c,h,a,r,m,0.2709687173546358
729,c,h,a,r,s,0.33752631378127373
730,c,h,a,r,t,0.6135312041989208
731,c,h,a,s,e,0.04355202730461982
732,c,h,a,s,m,0.17548696268495567
733,c,h,a,t,s,0.834442404934017
734,c,h,e,a,p,0.24010013180979162
735,c,h,e,a,t,0.6547942010702668
736,c,h,e,c,k,0.19283935682674636
737,c,h,e,e,k,0.762709413528739
738,c,h,e,e,p,0.09088466960969888
739,c,h,e,e,r,0.4128642757211006
740,c,h,e,f,s,0.0901724470433164
741,c,h,e,m,o,0.3150802118217487
742,c,h,e,r,t,0.08739683339204063
743,c,h,e,s,s,0.7656548120880287
744,c,h,e,s,t,0.35001076294733346
745,c,h,e,w,s,0.44947606570000687
746,c,h,e,w,y,0.9832831857994084
747,c,h,i,c,a,0.4298973666178193
748,c,h,i,c,k,0.8544802852856564
749,c,h,i,c,o,0.09654249642013946
750,c,h,i,d,e,0.41259236434978597
751,c,h,i,e,f,0.6886121602386679
752,c,h,i,l,d,0.9413226614782852
753,c,h,i,l,e,0.41090640629471264
754,c,h,i,l,i,0.8640221460541895
755,c,h,i,l,l,0.5152232997958713
756,c,h,i,m,e,0.8915117021742256
757,c,h,i,m,p,0.7284900044943796
758,c,h,i,n,a,0.08317418914312169
759,c,h,i,n,e,0.07082276805663901
760,c,h,i,n,g,0.1773833055404116
761,c,h,i,n,o,0.5302554542051106
762,c,h,i,n,s,0.11041331638666319
763,c,h,i,p,s,0.6310480992507942
764,c,h,i,r,p,0.6882812965718854
765,c,h,i,t,s,0.8645350990588893
766,c,h,i,v,e,0.008644921423712204
767,c,h,o,c,k,0.6024732172138451
768,c,h,o,i,r,0.6609624525981648
769,c,h,o,k,e,0.6335194652211487
770,c,h,o,m,p,0.7180491868411167
771,c,h,o,p,s,0.6440398803971157
772,c,h,o,r,d,0.6356973991150688
773,c,h,o,r,e,0.9303705626582972
774,c,h,o,s,e,0.1988351457472467
775,c,h,o,w,s,0.009880800668896628
776,c,h,u,b,s,0.09700952825237341
777,c,h,u,c,k,0.44387161002294473
778,c,h,u,f,f,0.5834178746389594
779,c,h,u,g,s,0.10208797778298706
780,c,h,u,m,p,0.18518756823901583
781,c,h,u,m,s,0.03564792685165985
782,c,h,u,n,k,0.8939062741358311
783,c,h,u,r,n,0.9947914428504799
784,c,h,u,t,e,0.24101930848153152
785,c,i,d,e,r,0.6824207123023701
786,c,i,g,a,r,0.27172241320107615
787,c,i,n,c,h,0.12180530150457969
788,c,i,r,c,a,0.6196638543228193
789,c,i,s,c,o,0.6106611233862704
790,c,i,t,e,d,0.6806862455575744
791,c,i,t,e,s,0.8935380424892926
792,c,i,v,e,t,0.4777726523999688
793,c,i,v,i,c,0.968517504880559
794,c,i,v,i,l,0.8899416201928435
795,c,i,v,v,y,0.7367533377518539
796,c,l,a,c,k,0.15200827762794267
797,c,l,a,d,e,0.0887762448543099
798,c,l,a,i,m,0.21194508621878305
799,c,l,a,m,p,0.2894968888136472
800,c,l,a,m,s,0.9222250484128962
801,c,l,a,n,g,0.03530069494860988
802,c,l,a,n,k,0.13873317335077506
803,c,l,a,n,s,0.04585447119718611
804,c,l,a,p,s,0.03928600868980203
805,c,l,a,s,h,0.8645905365282365
806,c,l,a,s,p,0.4488289634214295
807,c,l,a,s,s,0.5699688932489304
808,c,l,a,v,e,0.9648118045632014
809,c,l,a,w,s,0.32918864214673427
810,c,l,a,y,s,0.7213166767358797
811,c,l,e,a,n,0.4436330220174196
812,c,l,e,a,r,0.5957757717134127
813,c,l,e,a,t,0.7366370069866283
814,c,l,e,f,s,0.26270471889695857
815,c,l,e,f,t,0.057167304350680515
816,c,l,e,r,k,0.006025206527933036
817,c,l,i,c,k,0.4774184058746809
818,c,l,i,f,f,0.969947024750835
819,c,l,i,m,b,0.07807090290996743
820,c,l,i,m,e,0.34957922430050803
821,c,l,i,n,e,0.7550634159199351
822,c,l,i,n,g,0.1406220165092874
823,c,l,i,n,k,0.43071459563310877
824,c,l,i,p,s,0.8541325949273778
825,c,l,o,a,k,0.27271770292080877
826,c,l,o,c,k,0.03091942918083146
827,c,l,o,d,s,0.7982649865038626
828,c,l,o,g,s,0.3806297992805745
829,c,l,o,m,p,0.298014525332042
830,c,l,o,n,e,0.4657797507770022
831,c,l,o,s,e,0.8298910566274812
832,c,l,o,t,h,0.7424869436506376
833,c,l,o,t,s,0.7153188993072579
834,c,l,o,u,d,0.5747230034115671
835,c,l,o,u,t,0.9058522152865041
836,c,l,o,v,e,0.6139854826512993
837,c,l,o,w,n,0.17233674887943795
838,c,l,u,b,s,0.5143985068987417
839,c,l,u,c,k,0.6127655814751993
840,c,l,u,e,d,0.8055303118452085
841,c,l,u,e,s,0.948501584827286
842,c,l,u,m,p,0.686534464971165
843,c,l,u,n,g,0.18900339695258772
844,c,l,u,n,k,0.024871661385110544
845,c,o,a,c,h,0.26393569985875864
846,c,o,a,l,s,0.9341918975346137
847,c,o,a,s,t,0.21121700995908677
848,c,o,a,t,i,0.4816814355311311
849,c,o,a,t,s,0.9881415304103106
850,c,o,b,i,a,0.9100336604640072
851,c,o,b,r,a,0.07769072491051043
852,c,o,c,c,i,0.3789711239188376
853,c,o,c,k,s,0.8723396693792224
854,c,o,c,k,y,0.9673673669118306
855,c,o,c,o,a,0.8578172270749093
856,c,o,d,a,s,0.6772270549583005
857,c,o,d,e,c,0.42265395164107544
858,c,o,d,e,d,0.653433013659038
859,c,o,d,e,r,0.593266035106261
860,c,o,d,e,s,0.09316293693942823
861,c,o,d,e,x,0.5810195158445948
862,c,o,d,o,n,0.34501186296076025
863,c,o,e,d,s,0.22717119720514922
864,c,o,h,o,s,0.3939915418110057
865,c,o,i,f,s,0.16374588541989
866,c,o,i,l,s,0.4273982136073454
867,c,o,i,n,s,0.910288060722112
868,c,o,k,e,s,0.6299098639465739
869,c,o,l,a,s,0.7510362661267159
870,c,o,l,d,s,0.9537745593556753
871,c,o,l,e,s,0.060609284935860264
872,c,o,l,i,c,0.49858131429991104
873,c,o,l,i,n,0.2196507441174893
874,c,o,l,o,n,0.6974584628946483
875,c,o,l,o,r,0.7200820761485995
876,c,o,l,t,s,0.39441786355480757
877,c,o,m,a,s,0.1254164775969001
878,c,o,m,b,o,0.7089588497965711
879,c,o,m,b,s,0.5953149694600732
880,c,o,m,e,r,0.7243333494246691
881,c,o,m,e,s,0.3599239080005532
882,c,o,m,e,t,0.4919012531502519
883,c,o,m,f,y,0.477799548523028
884,c,o,m,i,c,0.4638192918786417
885,c,o,m,m,a,0.8089652270842571
886,c,o,m,m,o,0.09961233461799057
887,c,o,m,p,o,0.6861363575781422
888,c,o,m,p,s,0.22837131442877023
889,c,o,m,t,e,0.8471619629385745
890,c,o,n,c,h,0.9606275278677764
891,c,o,n,d,o,0.8588194649067896
892,c,o,n,e,d,0.9523831617103374
893,c,o,n,e,s,0.26621726288905934
894,c,o,n,g,a,0.025470355412734125
895,c,o,n,g,o,0.5323995458462462
896,c,o,n,i,c,0.4471091981287214
897,c,o,n,k,s,0.5313328365696928
898,c,o,o,e,d,0.984887611780487
899,c,o,o,k,s,0.9704946334212412
900,c,o,o,l,s,0.9956097513770802
901,c,o,o,p,s,0.1753530889430539
902,c,o,o,p,t,0.17238510019994024
903,c,o,p,e,d,0.49212520849160124
904,c,o,p,e,s,0.6835427518436901
905,c,o,p,r,a,0.14328812877092778
906,c,o,p,s,e,0.7986921164726037
907,c,o,r,a,l,0.11921217890739766
908,c,o,r,d,s,0.3771807665914476
909,c,o,r,e,d,0.8746760581446724
910,c,o,r,e,r,0.27237656331306925
911,c,o,r,e,s,0.2497905094186026
912,c,o,r,g,i,0.409990198911484
913,c,o,r,k,s,0.9324309493800319
914,c,o,r,k,y,0.6035144864973819
915,c,o,r,m,s,0.7853440193361984
916,c,o,r,n,s,0.18714669679751084
917,c,o,r,n,u,0.4856121058545726
918,c,o,r,n,y,0.39076447237886414
919,c,o,r,p,s,0.22449506201985403
920,c,o,s,t,s,0.8162740682276615
921,c,o,t,t,a,0.6219673133001699
922,c,o,u,c,h,0.6351553778442398
923,c,o,u,g,h,0.36607994785709363
924,c,o,u,l,d,0.33640126524097247
925,c,o,u,n,t,0.8920641439965391
926,c,o,u,p,e,0.40470687697745134
927,c,o,u,p,s,0.062186610356389505
928,c,o,u,r,t,0.8681082127421148
929,c,o,v,e,n,0.8321544066275948
930,c,o,v,e,r,0.7637219501289932
931,c,o,v,e,s,0.7746520040144064
932,c,o,v,e,t,0.9451217872437959
933,c,o,v,e,y,0.7916429594474313
934,c,o,w,e,d,0.5286165674476966
935,c,o,w,e,r,0.768739174172937
936,c,o,w,l,s,0.7908265700203306
937,c,o,y,l,y,0.7279939646087794
938,c,r,a,b,s,0.051862954419331975
939,c,r,a,c,k,0.7786465330227578
940,c,r,a,f,t,0.9951459754900256
941,c,r,a,g,s,0.520580276782461
942,c,r,a,m,p,0.5538095101163593
943,c,r,a,m,s,0.308050875188951
944,c,r,a,n,e,0.3393428171250724
945,c,r,a,n,k,0.40916707358064675
946,c,r,a,p,e,0.20717701860450188
947,c,r,a,p,s,0.23094233007776865
948,c,r,a,s,h,0.6198103164634945
949,c,r,a,s,s,0.5385224304182786
950,c,r,a,t,e,0.4970943510527617
951,c,r,a,v,e,0.9682588023434595
952,c,r,a,w,l,0.29234749646746017
953,c,r,a,w,s,0.9871867775063672
954,c,r,a,z,e,0.6356309811691988
955,c,r,a,z,y,0.33760181270954737
956,c,r,e,a,k,0.5529699819400681
957,c,r,e,a,m,0.32334575362452767
958,c,r,e,d,o,0.12614539078143627
959,c,r,e,e,d,0.8362347364098773
960,c,r,e,e,k,0.954457754281331
961,c,r,e,e,l,0.5514142382109062
962,c,r,e,e,p,0.6921247460209474
963,c,r,e,m,e,0.935338023231627
964,c,r,e,p,e,0.34688330959688407
965,c,r,e,p,t,0.5798120757333803
966,c,r,e,s,s,0.5357607480796317
967,c,r,e,s,t,0.6868826520461045
968,c,r,e,w,s,0.38968258812283973
969,c,r,i,b,s,0.7506385024349476
970,c,r,i,c,k,0.7785808800389425
971,c,r,i,e,d,0.023832075308396483
972,c,r,i,e,r,0.6775589841352051
973,c,r,i,e,s,0.40339137653334634
974,c,r,i,m,e,0.3741966565509386
975,c,r,i,m,p,0.4724744464417282
976,c,r,i,s,p,0.7821179522086399
977,c,r,i,t,s,0.09846691119530215
978,c,r,o,a,k,0.012245155977340771
979,c,r,o,c,k,0.5684112234417057
980,c,r,o,c,s,0.8847939005854558
981,c,r,o,f,t,0.6322288489262938
982,c,r,o,n,e,0.9714554353597525
983,c,r,o,n,y,0.015495483083729833
984,c,r,o,o,k,0.22804067103545023
985,c,r,o,o,n,0.6695366528918204
986,c,r,o,p,s,0.7309337989070918
987,c,r,o,s,s,0.5669228345401006
988,c,r,o,u,p,0.12316990276185846
989,c,r,o,w,d,0.2331000766118282
990,c,r,o,w,n,0.6308106875715545
991,c,r,o,w,s,0.4298342342059688
992,c,r,u,d,e,0.09097665205275518
993,c,r,u,e,l,0.943175530598017
994,c,r,u,e,t,0.4572119065324628
995,c,r,u,m,b,0.6678645142462294
996,c,r,u,s,e,0.1609293738777655
997,c,r,u,s,h,0.0654881799917163
998,c,r,u,s,t,0.6807752335942241
999,c,r,y,p,t,0.7946120587331736
1000,c,u,b,b,y,0.2764865920255102
1001,c,u,b,e,d,0.2841767926281219
1002,c,u,b,e,s,0.8365909161294226
1003,c,u,b,i,c,0.5019037331033006
1004,c,u,b,i,t,0.9082503837627693
1005,c,u,d,d,y,0.26515449235896293
1006,c,u,f,f,s,0.6748311895658178
1007,c,u,l,l,s,0.7199133392372417
1008,c,u,l,p,a,0.6469153709072359
1009,c,u,l,t,s,0.07937440723402334
1010,c,u,m,i,n,0.12002418864485054
1011,c,u,p,i,d,0.38778563203378935
1012,c,u,p,p,a,0.26394717069825036
1013,c,u,r,b,s,0.37363626214219814
1014,c,u,r,d,s,0.9169886678947627
1015,c,u,r,e,d,0.11476862711371827
1016,c,u,r,e,s,0.517725114725923
1017,c,u,r,i,a,0.790991337309487
1018,c,u,r,i,o,0.05195979730360756
1019,c,u,r,l,s,0.020927558484928666
1020,c,u,r,l,y,0.19963518378036693
1021,c,u,r,r,y,0.14674816688734793
1022,c,u,r,s,e,0.024276099046323885
1023,c,u,r,v,e,0.0049455957965330866
1024,c,u,r,v,y,0.8081275073335872
1025,c,u,s,h,y,0.8263950727865853
1026,c,u,s,p,s,0.8117139202255615
1027,c,u,t,e,r,0.014924422714079566
1028,c,u,t,i,e,0.052488522231495915
1029,c,u,t,i,s,0.19697650356718632
1030,c,u,t,u,p,0.8935360727765869
1031,c,y,c,a,d,0.5858810201251015
1032,c,y,c,l,e,0.5851420418070792
1033,c,y,c,l,o,0.7427284356454805
1034,c,y,n,i,c,0.7510947183317325
1035,c,y,s,t,s,0.7107475100314977
1036,c,z,a,r,s,0.3680714637793915
1037,d,a,c,h,a,0.26909963645253066
1038,d,a,d,d,y,0.20158144884470042
1039,d,a,d,o,s,0.5844696003776354
1040,d,a,f,f,y,0.521556101647702
1041,d,a,i,l,y,0.23249911444913973
1042,d,a,i,r,y,0.17395403238500462
1043,d,a,i,s,y,0.8175993672629686
1044,d,a,l,e,s,0.5898642988551042
1045,d,a,m,e,s,0.6949749841568574
1046,d,a,m,n,s,0.01947164275788915
1047,d,a,m,p,s,0.9407797182933749
1048,d,a,n,c,e,0.767744763335099
1049,d,a,n,d,y,0.5593106983073376
1050,d,a,r,e,d,0.8048620389472542
1051,d,a,r,e,s,0.25972790762028486
1052,d,a,r,k,s,0.6076276969468879
1053,d,a,r,n,s,0.8259651220169956
1054,d,a,r,t,s,0.19953707664492348
1055,d,a,s,h,i,0.1866252107809665
1056,d,a,t,e,d,0.2376673995685964
1057,d,a,t,e,r,0.6977866862471359
1058,d,a,t,e,s,0.7777535141314562
1059,d,a,t,u,m,0.9877533931554787
1060,d,a,u,b,s,0.6806984731814836
1061,d,a,u,n,t,0.8380266126283287
1062,d,a,v,i,t,0.13590347915808731
1063,d,a,w,n,s,0.9830723446862404
1064,d,a,z,e,d,0.19307456380611754
1065,d,e,a,l,s,0.47961081198267863
1066,d,e,a,l,t,0.7530292373452613
1067,d,e,a,n,s,0.8837660293478403
1068,d,e,a,r,s,0.6684424853345865
1069,d,e,a,r,y,0.9543700717046996
1070,d,e,a,t,h,0.0590524278320157
1071,d,e,b,i,t,0.8321777978742408
1072,d,e,b,t,s,0.08319848966807575
1073,d,e,b,u,g,0.5951598233794172
1074,d,e,b,u,t,0.5048517061068909
1075,d,e,c,a,f,0.8367188689531885
1076,d,e,c,a,l,0.2276535576270181
1077,d,e,c,a,y,0.9853704218666627
1078,d,e,c,k,s,0.15703360098041808
1079,d,e,c,o,r,0.21653661729856144
1080,d,e,c,o,y,0.8324233567186128
1081,d,e,c,r,y,0.32845676454777195
1082,d,e,e,d,s,0.7232489530617412
1083,d,e,e,m,s,0.5707630916689911
1084,d,e,e,p,s,0.7353240893843673
1085,d,e,e,r,s,0.9890604494588611
1086,d,e,f,e,r,0.1043978035775972
1087,d,e,i,f,y,0.6197154280489597
1088,d,e,i,g,n,0.6442317736649078
1089,d,e,i,s,m,0.7661193112739572
1090,d,e,i,s,t,0.1416071791777731
1091,d,e,i,t,y,0.013275652288320838
1092,d,e,k,e,s,0.03855037830755215
1093,d,e,l,a,y,0.8876381890610142
1094,d,e,l,f,t,0.7333101198155019
1095,d,e,l,i,s,0.7200897767191485
1096,d,e,l,l,s,0.6760617747174751
1097,d,e,l,t,a,0.7833976691890965
1098,d,e,l,v,e,0.8834988144984014
1099,d,e,m,o,n,0.27760277937807654
1100,d,e,m,o,s,0.5790428536046422
1101,d,e,m,u,r,0.9638092219429145
1102,d,e,n,i,m,0.043971433717094666
1103,d,e,n,s,e,0.6857475260146337
1104,d,e,n,t,s,0.26584725122484
1105,d,e,p,o,t,0.622773568644409
1106,d,e,p,t,h,0.3171642168433605
1107,d,e,r,b,y,0.9307350660881126
1108,d,e,s,k,s,0.7598121067164516
1109,d,e,t,e,r,0.7213239494059295
1110,d,e,t,o,x,0.6779555229903151
1111,d,e,u,c,e,0.8418207880469742
1112,d,e,v,i,l,0.06375104724365355
1113,d,e,w,a,r,0.22172424579170757
1114,d,h,i,k,r,0.24943010035706348
1115,d,h,o,w,s,0.031867752208998734
1116,d,i,a,l,s,0.000885525977686874
1117,d,i,a,r,y,0.23541903129241015
1118,d,i,c,e,d,0.7612111430515601
1119,d,i,c,e,s,0.0006178460238472905
1120,d,i,c,e,y,0.29234085449404124
1121,d,i,c,k,y,0.2681792606298913
1122,d,i,c,t,a,0.6783472959255576
1123,d,i,e,t,s,0.1813523223801573
1124,d,i,g,i,t,0.10580194823111455
1125,d,i,k,e,d,0.1468905075038155
1126,d,i,k,e,s,0.5666665875241458
1127,d,i,l,l,s,0.170363481669224
1128,d,i,l,l,y,0.5674852898639552
1129,d,i,m,e,r,0.25123481208317155
1130,d,i,m,e,s,0.848588625912121
1131,d,i,m,l,y,0.08398189226645536
1132,d,i,n,a,r,0.3696916468056187
1133,d,i,n,e,d,0.669489918240529
1134,d,i,n,e,r,0.410764799321197
1135,d,i,n,e,s,0.07556268533590682
1136,d,i,n,g,o,0.6098033267024505
1137,d,i,n,g,s,0.20975214957064936
1138,d,i,n,g,y,0.42227701311336885
1139,d,i,n,k,s,0.7413093612501827
1140,d,i,n,k,y,0.8662435494862896
1141,d,i,n,o,s,0.32148034533267145
1142,d,i,o,d,e,0.011647884881780257
1143,d,i,p,p,y,0.769580139075737
1144,d,i,r,e,r,0.2868447417760036
1145,d,i,r,g,e,0.10525874452421669
1146,d,i,r,t,y,0.6873569788097239
1147,d,i,s,c,o,0.5566067489224217
1148,d,i,s,c,s,0.5159789749842703
1149,d,i,s,h,y,0.29938409169974234
1150,d,i,s,k,s,0.5176712653759764
1151,d,i,t,c,h,0.9518456392016555
1152,d,i,t,s,y,0.8060757164962437
1153,d,i,t,t,o,0.9933236919601879
1154,d,i,t,t,y,0.9430365202783095
1155,d,i,t,z,y,0.5066647738130426
1156,d,i,v,a,n,0.3988451809103054
1157,d,i,v,a,s,0.9977418131874449
1158,d,i,v,e,d,0.48744523969856257
1159,d,i,v,e,r,0.2202212510584346
1160,d,i,v,e,s,0.18878489272006715
1161,d,i,v,o,t,0.48585262244939686
1162,d,i,v,v,y,0.9001667793948841
1163,d,i,z,z,y,0.9304307117056742
1164,d,o,c,k,s,0.005997001419625114
1165,d,o,d,g,e,0.06789587907291594
1166,d,o,d,g,y,0.19502462955604638
1167,d,o,d,o,s,0.413200312757233
1168,d,o,e,r,s,0.6952895050110666
1169,d,o,f,f,s,0.7614262388059516
1170,d,o,g,e,s,0.9969125745229016
1171,d,o,g,g,y,0.5433510538368186
1172,d,o,g,m,a,0.5140434602887382
1173,d,o,i,n,g,0.03665695110950684
1174,d,o,l,e,d,0.23242685570936839
1175,d,o,l,e,s,0.04618832626240943
1176,d,o,l,l,s,0.7198783263012555
1177,d,o,l,l,y,0.004035656565175683
1178,d,o,l,o,r,0.730641358982888
1179,d,o,l,t,s,0.39452901537730867
1180,d,o,m,e,d,0.783722785928238
1181,d,o,m,e,s,0.008946442834226298
1182,d,o,n,e,e,0.4023479246666667
1183,d,o,n,g,s,0.4378648102208649
1184,d,o,n,n,a,0.1900858632779424
1185,d,o,n,o,r,0.45530699050499535
1186,d,o,n,u,t,0.675313058211005
1187,d,o,o,m,s,0.3079441621318132
1188,d,o,o,m,y,0.750354724104009
1189,d,o,o,r,s,0.1656947527599546
1190,d,o,o,z,y,0.07405042768948422
1191,d,o,p,e,d,0.0041807118740399
1192,d,o,p,e,s,0.4279666432371426
1193,d,o,p,e,y,0.2054260850884695
1194,d,o,r,k,s,0.10298069325950177
1195,d,o,r,k,y,0.4514799720393782
1196,d,o,r,m,s,0.24398747161375867
1197,d,o,s,a,s,0.7724714501911895
1198,d,o,s,e,d,0.9331761238303508
1199,d,o,s,e,s,0.02027355971081679
1200,d,o,t,e,d,0.8464857672488444
1201,d,o,t,e,s,0.010076756313263435
1202,d,o,t,t,y,0.7788724776311147
1203,d,o,u,b,t,0.06592958227193224
1204,d,o,u,g,h,0.70855003987993
1205,d,o,u,l,a,0.19297722563476116
1206,d,o,u,s,e,0.7160064918606659
1207,d,o,v,e,s,0.187051430387142
1208,d,o,w,d,y,0.7657608283186694
1209,d,o,w,e,l,0.2395961153427909
1210,d,o,w,e,r,0.005489269072281422
1211,d,o,w,n,s,0.7327660423851448
1212,d,o,w,n,y,0.09928470974345704
1213,d,o,w,r,y,0.42297372394989396
1214,d,o,w,s,e,0.1408817212294775
1215,d,o,y,e,n,0.7129733603120875
1216,d,o,z,e,d,0.4391015142767485
1217,d,o,z,e,n,0.38687424284293026
1218,d,o,z,e,r,0.12009136292590605
1219,d,o,z,e,s,0.6061386362933545
1220,d,r,a,b,s,0.5522122974142692
1221,d,r,a,f,t,0.9990597244637314
1222,d,r,a,g,s,0.7886820922259965
1223,d,r,a,i,n,0.40002434929657227
1224,d,r,a,k,e,0.5656806911285084
1225,d,r,a,m,a,0.9917979581397441
1226,d,r,a,m,s,0.1844633963051121
1227,d,r,a,n,k,0.11807906087229392
1228,d,r,a,p,e,0.8751456599361486
1229,d,r,a,w,l,0.6368530103584783
1230,d,r,a,w,n,0.4921564793206863
1231,d,r,a,w,s,0.7180502612650526
1232,d,r,a,y,s,0.7997541944910247
1233,d,r,e,a,d,0.4883759458014332
1234,d,r,e,a,m,0.4453273459134276
1235,d,r,e,c,k,0.5117064733336255
1236,d,r,e,g,s,0.42731814896836817
1237,d,r,e,s,s,0.18120151811057206
1238,d,r,i,b,s,0.7423811914790618
1239,d,r,i,e,d,0.00812327713657135
1240,d,r,i,e,r,0.10702601744794116
1241,d,r,i,e,s,0.7802499218650877
1242,d,r,i,f,t,0.5008554437244163
1243,d,r,i,l,l,0.08082237645235546
1244,d,r,i,l,y,0.2811732407129345
1245,d,r,i,n,k,0.3627847575324761
1246,d,r,i,p,s,0.10253252135881452
1247,d,r,i,v,e,0.20808684274620726
1248,d,r,o,i,d,0.9773061903273976
1249,d,r,o,l,l,0.2838677801262631
1250,d,r,o,n,e,0.951809665514355
1251,d,r,o,o,l,0.07778416199345217
1252,d,r,o,o,p,0.565317750295091
1253,d,r,o,p,s,0.9944597610242214
1254,d,r,o,s,s,0.7061713956664988
1255,d,r,o,v,e,0.6246861122016193
1256,d,r,o,w,n,0.6327642030256223
1257,d,r,u,g,s,0.18378531029649703
1258,d,r,u,i,d,0.7777490687328471
1259,d,r,u,m,s,0.7741432782516272
1260,d,r,u,n,k,0.6109532787438441
1261,d,r,u,p,e,0.49355537279815065
1262,d,r,y,a,d,0.08790077937129803
1263,d,r,y,e,r,0.2540859435710965
1264,d,r,y,l,y,0.21773082048765835
1265,d,u,a,l,s,0.8010708595059433
1266,d,u,c,a,l,0.6156719226101504
1267,d,u,c,a,t,0.6833787220125367
1268,d,u,c,h,y,0.5769545600250239
1269,d,u,c,k,s,0.4439762463287946
1270,d,u,c,k,y,0.11175999656918056
1271,d,u,c,t,s,0.13743396419470533
1272,d,u,d,e,s,0.4257144128232595
1273,d,u,e,l,s,0.8181978102384792
1274,d,u,e,t,s,0.24578097470400306
1275,d,u,f,f,s,0.8458094506428293
1276,d,u,k,e,s,0.2514724502759015
1277,d,u,l,l,s,0.19088057068613995
1278,d,u,l,l,y,0.7964933045212892
1279,d,u,l,s,e,0.3672932469809348
1280,d,u,m,b,o,0.3501880682377331
1281,d,u,m,m,y,0.8795106448905952
1282,d,u,m,p,s,0.7783879313803838
1283,d,u,m,p,y,0.2470342903589834
1284,d,u,n,c,e,0.24126909352051062
1285,d,u,n,e,s,0.1822288844212745
1286,d,u,n,k,s,0.5963565975324792
1287,d,u,o,m,o,0.6499872726136984
1288,d,u,p,e,d,0.3898223477349664
1289,d,u,p,e,s,0.4312287471786107
1290,d,u,r,a,l,0.8276359872542487
1291,d,u,r,u,m,0.8585192594793424
1292,d,u,s,k,s,0.503158375054413
1293,d,u,s,k,y,0.06549605239886624
1294,d,u,s,t,s,0.7981262958395644
1295,d,u,s,t,y,0.28948221624446613
1296,d,u,t,c,h,0.06949483911696808
1297,d,u,v,e,t,0.5463571483436758
1298,d,w,a,r,f,0.9648426047815369
1299,d,w,e,e,b,0.8759612692302009
1300,d,w,e,l,l,0.007637360240503321
1301,d,w,e,l,t,0.03135307845516522
1302,d,y,a,d,s,0.21598102651637163
1303,d,y,e,r,s,0.316683595268217
1304,d,y,i,n,g,0.20667703996759457
1305,d,y,k,e,s,0.060346340368654494
1306,e,a,g,e,r,0.5017419960820554
1307,e,a,g,l,e,0.3766246450980303
1308,e,a,r,e,d,0.14686695731696497
1309,e,a,r,l,s,0.7458952718806469
1310,e,a,r,l,y,0.5836701443446738
1311,e,a,r,n,s,0.556127599804489
1312,e,a,r,t,h,0.572409016205584
1313,e,a,s,e,d,0.8259918965288291
1314,e,a,s,e,l,0.48698488526925143
1315,e,a,s,e,r,0.6842847494560327
1316,e,a,s,e,s,0.13026935576527254
1317,e,a,t,e,n,0.058192553118160406
1318,e,a,t,e,r,0.456290938380856
